"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z",""
"Crichton, Stefan","592233","2021","89.9","1855","-10","-23.1",,,,,"87","1705","-13.9","-28.8","77.7","2547","12.5","-52.5",
"De Leon, Jose","592254","2021","93","2058","-10.5","-15.5","79","2371","15.3","-44","84.3","1793","-16.3","-34.7",,,,,
"Emanuel, Kent","592288","2021",,,,,"77.7","2321","-14.6","-45.6","84.1","1812","16.4","-34.5",,,,,
"Foltynewicz, Mike","592314","2021","93.8","2155","-10.5","-15.8","83.2","2426","5.3","-37.3","85.3","1779","-14","-25.8","76.7","2316","10.3","-45.5",
"Gausman, Kevin","592332","2021","94.6","2283","-10.4","-14.2","82","2197","1.9","-39.2","83.8","1641","-11.2","-27.2",,,,,
"Gonzalez, Chi Chi","592346","2021","91.9","2337","-2.8","-20.6","85.7","2512","3.4","-34","84.3","1649","-12.1","-33.2","81.1","2578","4.7","-43.3",
"Gray, Jon","592351","2021","94.9","2152","-12.9","-19.2","86.7","2408","2.6","-32.7","87.6","1454","-11.7","-28","76","2585","11.3","-56.6",
"Hembree, Heath","592390","2021","95.3","2452","-9.5","-12.5","86.5","2861","8.3","-29",,,,,"83","2983","12.8","-50",
"Jackson, Luke","592426","2021","95.8","2208","-7.2","-12.3","87.6","2319","1.3","-41",,,,,"84.1","2423","5.3","-51",
"Kolarek, Adam","592473","2021","88.7","2137","13.6","-23.3","75.9","1946","-9.5","-42.5","82","2191","18.7","-42.7",,,,,
"Osich, Josh","592612","2021","93.8","2304","5","-20.2","74.8","2183","-1.1","-53.9","81.6","1602","11.9","-29.1",,,,,
"Plutko, Adam","592644","2021","91.6","2250","-4.4","-13.8","83.1","2495","4.8","-35.1",,,,,"77","2894","11.4","-56.8",
"Ray, Robbie","592662","2021","94.8","2272","8.2","-13.5","88.6","2186","-1","-27.6","88.2","1726","10.2","-21.8","82.5","2125","-1.3","-40.2",
"Sampson, Adrian","592716","2021","92.2","2027","-10","-17.1","83.5","2541","8","-39.8","85.4","1713","-15.9","-33.3",,,,,
"Sanchez, Aaron","592717","2021","90.1","2016","-9.6","-19.9",,,,,"83.3","1489","-13.2","-33.5","74.2","2485","14.1","-61.4",
"Shreve, Chasen","592741","2021","91.6","2316","9.3","-15.5","81.4","2246","-4.7","-46.1",,,,,,,,,
"Smith, Caleb","592761","2021","91.4","2420","11.5","-14.9","84.8","2399","-4.2","-31.5","82.1","2002","13.9","-26.6","77.9","2599","-6.8","-51.1",
"Smyly, Drew","592767","2021",,,,,,,,,,,,,"78.9","2096","2.9","-44.2",
"Stanek, Ryne","592773","2021","97.6","2231","-10.2","-12.4","87.1","2422","2.2","-36.8",,,,,,,,,
"Taillon, Jameson","592791","2021","93.9","2418","-3.4","-13.2","86.6","2522","5.8","-30.8","88","1868","-14.1","-24.1","80.7","2732","10.2","-55",
"Velasquez, Vince","592826","2021","93.2","2370","-3.6","-13.2","85","2442","6.9","-34.6","88.9","1564","-12.4","-27","82","2444","5.8","-51.7",
"Wade, Konner","592831","2021","90","2150","-14.7","-18.6",,,,,"82.5","2079","-18.2","-28.6","78.4","1868","10.9","-43.6",
"Walker, Taijuan","592836","2021","94.5","2094","-9.4","-13.5","86.1","2415","4.6","-31.1",,,,,"76.4","2356","7.8","-59.7",
"Wick, Rowan","592858","2021","94.6","2282","-2","-13.3","83.7","2194","10.9","-33.6",,,,,"76.5","2618","7.4","-65.2",
"Williams, Taylor","592865","2021","93.7","2352","-8","-20.3","83.9","2583","1.8","-37.9",,,,,,,,,
"Williams, Trevor","592866","2021","91.5","2221","-3.9","-19.9","83","2238","6.5","-38.5","84.3","1771","-13.7","-32.9","77.7","2239","9.7","-48.5",
"Feliz, Michael","593140","2021","93.8","2179","-3.4","-12.3","80.9","2275","7","-39.6","86.1","1757","-12.3","-23.6",,,,,
"Rodriguez, Richard","593144","2021","93.1","2438","-13.4","-16.6","81.3","2190","7.3","-47.1",,,,,,,,,
"German, Domingo","593334","2021","93.4","2482","-8.9","-15.6",,,,,"86.5","2293","-17.6","-28.9","81.1","2614","1.4","-45.3",
"Martinez, Carlos","593372","2021","93.4","2052","-8.8","-19.2","82.5","2060","11.3","-38.9","84.8","1858","-14.7","-39.8","78.3","1950","10.1","-45.5",
"Montas, Frankie","593423","2021","96.4","2398","-7","-12","88.1","2478","5.7","-30.8",,,,,,,,,
"Neris, Hector","593576","2021","94.1","2349","-9.5","-15","87.7","1954","2.1","-30.1",,,,,,,,,
"Baldonado, Alberto","593604","2021","93.8","2260","10.4","-15.2","79.3","2178","-6.1","-45.1","84.8","2094","13.8","-24",,,,,
"Tapia, Domingo","593619","2021","97.7","2326","-11.3","-13.4","87.7","2346","4.9","-35.6","89.2","1801","-12.4","-21.9",,,,,
"Suero, Wander","593833","2021",,,,,,,,,"87","2127","-11.9","-30.3","78.8","2677","9.6","-55.5",
"Rodriguez, Eduardo","593958","2021","92.5","2177","7.3","-17.1","82.1","2140","-3","-44.4","85.4","1884","16.7","-31.2",,,,,
"Peralta, Wandy","593974","2021","95.6","2207","10.7","-14.9","88.1","2288","-0.5","-30.5","87.8","2182","17.2","-29.6",,,,,
"Guduan, Reymin","594056","2021","93.8","2302","3.5","-16.5","82.9","2056","-0.7","-43",,,,,,,,,
"Gustave, Jandel","594311","2021","96.8","2382","-9.5","-15.7","85.1","2422","8.3","-40.2",,,,,,,,,
"Mayers, Mike","594577","2021","94.5","2348","-11.4","-14.3","85.1","2140","3","-37","87.7","1511","-16.9","-26.3","76.7","2166","4.6","-44.1",
"Moll, Sam","594580","2021",,,,,,,,,,,,,,,,,
"Dayton, Grant","594795","2021","91.5","2186","7.7","-14.8",,,,,,,,,"77.2","2328","-3.7","-57.6",
"deGrom, Jacob","594798","2021","99.2","2418","-9.1","-11.4","91.6","2598","4.7","-28.9","91.4","1618","-14.2","-29.9","83.3","2705","7.4","-44.1",
"Gonzales, Marco","594835","2021","88.4","2143","10.7","-17.5",,,,,"79.3","2184","16.6","-33.5","75.2","2282","-6.1","-61.5",
"Ponce de Leon, Daniel","594965","2021","93","2281","-8.7","-13.3",,,,,"86.1","1907","-15.9","-27.7","77","2539","5.9","-58.8",
"Rowen, Ben","594985","2021","88.1","2182","-7.2","-20.3","71.4","2616","15.3","-40.6",,,,,,,,,
"Ryan, Kyle","594986","2021","88.7","1945","4.1","-23.4",,,,,,,,,"81.4","2259","-6.6","-42.5",
"Sadler, Casey","594987","2021","93.4","2396","-4.6","-17.3",,,,,"90.4","2411","-23.2","-25.1","79.6","2819","12.1","-53.4",
"Treinen, Blake","595014","2021","97.7","2419","-11.4","-15.5","86.4","2415","13.3","-37.3","90","1367","-14.4","-30.1",,,,,
"Eickhoff, Jerad","595191","2021","90","2057","-11.4","-18","82.5","2252","2.5","-34.4","84","1436","-11.2","-30.1","75","2659","6.9","-57.9",
"Okert, Steven","595345","2021","92.2","2231","9.8","-18.2","80.6","2459","-10.5","-37.1",,,,,,,,,
"Sherriff, Ryan","595411","2021",,,,,"81","2547","-11","-42","85.4","1601","16.9","-34",,,,,
"Winkler, Dan","595465","2021","94","2551","-7.6","-13.7",,,,,,,,,"82.4","2619","9.1","-43.4",
"Cole, A.J.","595918","2021","93.8","2322","-7.3","-13.1","84.8","2393","1.6","-32.6","87.6","2070","-16.1","-24.2","78.2","2310","5.1","-47.8",
"Curtiss, John","595928","2021","94.9","2269","-6","-13.3","87.6","2610","4.3","-34.7",,,,,,,,,
"Ellis, Chris","595939","2021","93.8","2365","-10.7","-13.9","86","2372","3.3","-38.2","87.4","1739","-16.6","-29","81.2","2421","4","-49.6",
"Junis, Jakob","596001","2021","90.8","2243","-5.8","-19.1","82.8","2450","12.4","-40.1","84.8","1692","-11.1","-31.5","77.6","2320","10.3","-46.8",
"Maples, Dillon","596027","2021","95.1","2658","-4.2","-20.1","87.5","2842","14.5","-36.3",,,,,"84.1","3149","13.3","-54.2",
"Morimando, Shawn","596049","2021","91.1","2347","8.7","-17.6",,,,,"84","1620","11.6","-22.8","74.8","2283","-6.7","-61.6",
"Norris, Daniel","596057","2021","92.7","2392","6.5","-15.4","84.8","2614","-4.3","-39.9","86.9","1434","12.6","-37.6",,,,,
"Peters, Dillon","596071","2021","90.8","2256","3.7","-16.9",,,,,"83.9","1474","11.7","-29.8","74.9","2812","-9","-62.2",
"Reed, Jake","596082","2021","92.6","2261","-14","-21.3","79.9","2445","9.4","-39.4",,,,,,,,,
"Stephenson, Robert","596112","2021","96.5","2521","-12.2","-14.1","83","2980","7.5","-44.1",,,,,"81","3077","11.1","-49.2",
"Weaver, Luke","596133","2021","93.6","2458","-7.4","-13.8","87.3","2383","3.6","-25.8","85.4","1726","-12.6","-26.9","78","2365","4.6","-51.7",
"Gomber, Austin","596295","2021","91.6","2028","5.9","-14.6","85.2","2299","-5.3","-34.3","83.1","1655","9.9","-28.1","75.7","2511","-5.5","-64.7",
"Barnes, Matt","598264","2021","95.8","2276","-10.9","-12.4",,,,,"87.7","2178","-17.1","-28.4","85.3","2111","3.8","-47.6",
"Ramirez, Nick","598286","2021","90.1","1952","12","-22.4","84.4","2224","-1.8","-31.8","79.2","1518","14.2","-35.2","78.9","2232","-1.3","-48.9",
"Ramirez, Noe","598287","2021","89.1","2210","-8.6","-22.5",,,,,"84.1","2127","-13.5","-41.2","76.7","2566","13","-46.1",
"Del Pozo, Miguel","600887","2021",,,,,,,,,,,,,,,,,
"Machado, Andres","600921","2021","94.9","2105","-4.2","-13.2","84.5","2015","5.3","-38.1","87.9","1472","-10","-26.8",,,,,
"Pivetta, Nick","601713","2021","94.8","2294","-5.1","-10.8","86","2288","5.5","-35.2","87.9","1867","-13.3","-24.4","78.6","2742","8","-63.6",
"Barlow, Scott","605130","2021","95.3","2306","-5.3","-15.8","85","2420","7.7","-38.9",,,,,"79.3","2478","14.1","-54.2",
"Bassitt, Chris","605135","2021","93.2","2170","-7.7","-16.9","82.8","2255","6.2","-37.6","85.3","1958","-17.9","-29.9","71.7","2328","13.5","-67.4",
"Benjamin, Wes","605138","2021","91.3","2300","8.3","-13.4",,,,,"84.1","1663","9","-24.4","78.4","2458","-7.3","-56.2",
"Bradley, Archie","605151","2021","94","2131","-8.4","-14.6",,,,,"85.5","1363","-12.2","-29.2","78.2","1950","6","-56.2",
"Brebbia, John","605154","2021","92.9","2257","-10.1","-14.4","81.4","2487","8.1","-39.5","88.1","1922","-16","-27.9",,,,,
"Bundy, Dylan","605164","2021","90.7","2490","-5.2","-13.9","79.9","2655","4.4","-45.4","83.2","1547","-12.4","-31","74","2441","9.2","-63.9",
"Chafin, Andrew","605177","2021","91.8","2139","8.4","-16.4","82.5","2407","-1.1","-42.1","84.9","1798","11.1","-22.8",,,,,
"Cotton, Jharel","605194","2021","93.2","2297","-7.1","-11.3","81.8","2459","9.3","-40.6","80","2350","-13.1","-34.5","76.7","2547","3.3","-59.9",
"Crick, Kyle","605195","2021","92.6","2305","-6.4","-18","78.8","3295","21.5","-45.3","86.6","2013","-11.8","-32.7",,,,,
"Davies, Zach","605200","2021",,,,,"80","2300","4.2","-43.3","78.5","1691","-14","-36.4","74.2","2459","9.6","-59.8",
"Edwards Jr., Carl","605218","2021","94.2","2595","1.2","-15.1",,,,,,,,,"79.4","2300","7.7","-54.2",
"Fry, Jace","605240","2021","91.5","2328","9","-17.8",,,,,"87.6","1909","15.3","-28.7","78.5","2099","-1.8","-53.8",
"Fulmer, Michael","605242","2021","95.5","2199","-2.2","-13.7",,,,,"88.1","1680","-12.6","-29.7","79.6","2529","15.3","-51.3",
"Hess, David","605276","2021","94","2085","-5","-14.4","82","2418","6.5","-41.6","86.6","1595","-13","-27.2","75.3","2451","12.9","-48.1",
"Holmes, Clay","605280","2021","96","2343","-4.7","-16.1","87.7","2461","2.5","-36.9",,,,,"82.7","2663","7.5","-53.8",
"Houser, Adrian","605288","2021","94.1","2177","-8.4","-15.4","84","2165","5.8","-35.6","87.7","2066","-16","-28.2","80","1855","5.4","-55.7",
"Kela, Keone","605309","2021","94.7","2336","-6.3","-11.3",,,,,"89.5","1689","-13.9","-24","81.6","2453","-0.3","-49.3",
"Lopez, Jorge","605347","2021","95.3","1977","-9.5","-15.1","85.9","2231","1.6","-31.9","88.5","1614","-14.8","-28.6","81.9","2378","7.9","-52",
"Marshall, Evan","605359","2021","93.1","2442","-11.1","-16.9",,,,,"88.3","1658","-16.3","-30.7","82.5","2712","9","-50.7",
"Morgan, Adam","605388","2021","93","2300","11.2","-18.4","82.6","2792","-7","-37.2","85.2","1838","12.5","-28","78.8","2981","-9","-49.6",
"Musgrove, Joe","605397","2021","93.3","2600","-5","-18.6","84.1","2784","14","-40.5","87.1","2069","-9.2","-31.5","82.1","2808","11","-54.7",
"Nola, Aaron","605400","2021","92.9","2198","-13.3","-17.6",,,,,"85.2","1511","-15","-35.6","78.5","2529","14.6","-55.1",
"Rios, Yacksel","605441","2021","96.9","2052","-8.3","-12.9","86.5","2126","3.1","-33.5",,,,,,,,,
"Romano, Jordan","605447","2021","97.6","2390","-5.3","-10.7","88.4","2222","3.4","-35.7",,,,,,,,,
"Ross, Joe","605452","2021","93.6","2128","-5.6","-16.7","84.6","1918","3.5","-35.9","88.6","1700","-13.8","-26.6",,,,,
"Snell, Blake","605483","2021","95.1","2399","5.7","-11.6","86.5","2417","-4.3","-35.5","88.3","1731","12.3","-24.3","79.5","2259","-11.1","-55.9",
"Springs, Jeffrey","605488","2021","93.4","2284","10.9","-13.5","82.9","2308","-3.8","-42.5","84","1476","12.6","-27.8",,,,,
"Thompson, Zach","605507","2021","92.2","2409","-2.5","-17.1",,,,,"85.4","1740","-13.6","-32.6","77.2","2267","3.8","-55.9",
"Turnbull, Spencer","605513","2021","93.8","2497","-2.5","-18.6","85.3","2523","7.6","-38","87.1","1850","-18.7","-34.5","79.8","2622","11.9","-56.2",
"Warren, Art","605521","2021","95.2","2193","-6.9","-14.3","86","2593","6.1","-37.8",,,,,,,,,
"Wendelken, J.B.","605525","2021","94.3","2400","-2.8","-16.4","83.5","2611","7.7","-41.4","85.9","1582","-14.9","-31.1","79.7","2426","10.8","-59.1",
"Wisler, Matt","605538","2021","91.5","2110","-9.2","-15.1","81.5","2525","9.7","-41.8",,,,,,,,,
"Woodruff, Brandon","605540","2021","96.5","2356","-6.3","-12.7","86.5","2553","3.8","-39.2","86.5","1906","-14.7","-29.7","83.8","2644","4.5","-51.2",
"Wright Jr., Mike","605541","2021","91.9","2223","-5.3","-17","85.8","2247","4.6","-35.1","77","1548","-16.3","-42.8",,,,,
"Gallegos, Giovanny","606149","2021","94.4","2350","-9.1","-13.3","85.6","2480","0.3","-37.1","87.1","1885","-11.4","-21.3",,,,,
"Montero, Rafael","606160","2021","95.8","2262","-9","-15.6","85.7","2301","7.2","-34.2","89.7","2015","-15.9","-29.6",,,,,
"Payamps, Joel","606303","2021","94.8","2433","-9","-14","81.6","2574","9.3","-42.2","87","2044","-16","-30.3",,,,,
"Garcia, Jarlin","606424","2021","93.1","2215","15.6","-18.6","82.5","2305","-6.1","-39.8","85.2","2150","17.3","-28.6",,,,,
"Barnes, Jacob","606930","2021","94.8","2396","-2.7","-11.9","84.4","2158","7.5","-37.9","87.2","1091","-6.2","-26",,,,,
"Devenski, Chris","606965","2021","91.4","2227","-11.1","-17.4","80","2195","5.4","-39.3","80.1","1639","-15.2","-38.4","73.9","2302","8.3","-57.7",
"Rodon, Carlos","607074","2021","95.4","2293","7.9","-12.6","85.8","2453","-8.2","-38.2","85.2","1673","13.5","-26.2","76.7","2253","-6.6","-54.3",
"Weems, Jordan","607179","2021","94.7","2170","-7.5","-12.1","85.6","2299","5.3","-35.4","86.4","1208","-12.4","-29.1","75","2438","12","-60.7",
"Faria, Jake","607188","2021","92.3","2105","-4.3","-13.8","84.7","1886","1.7","-33.7",,,,,"75.9","2292","6","-64.8",
"Glasnow, Tyler","607192","2021","97","2424","-1.8","-11.9","87.5","2768","2.6","-40","91.5","1704","-12.2","-23.6","83.5","2997","4.6","-57.4",
"Fedde, Erick","607200","2021","93.2","1850","-3.5","-22.4",,,,,"87.7","1546","-14.6","-34","79.7","2282","14.3","-44.5",
"Krehbiel, Joey","607216","2021","95.7","2221","-10.8","-14.5","84.2","2493","9.8","-40.6","86","1475","-14.2","-34.7",,,,,
"Romano, Sal","607219","2021","93.4","2078","-12.4","-15.1","87.3","2230","2.2","-32.5",,,,,"81.2","2276","1.1","-42.9",
"Gsellman, Robert","607229","2021","94.5","1972","-11.3","-19.9","89.5","2140","-1.7","-27.5","84.8","1639","-15.5","-30","79.2","2575","9.6","-52.2",
"Gant, John","607231","2021","92","2441","-12","-16.6","80","2650","2.4","-46.8","80.1","1482","-12.8","-36","74.7","2473","6.4","-63.5",
"Garrett, Amir","607237","2021","94.8","2246","9.3","-15.5","85.2","1807","-1.3","-35.1",,,,,,,,,
"Patton, Spencer","607359","2021","93.4","2036","-9.6","-15.7","83.7","1984","12.1","-40.8",,,,,,,,,
"Tropeano, Nick","607374","2021","90.6","2229","-12.3","-17.3","78.5","2277","2.3","-44.3","80.3","1930","-14.9","-29.9",,,,,
"Mazza, Chris","607391","2021","90","2053","-11.3","-21.7","79.2","2340","12","-39.6","83.1","1292","-13.4","-41.8",,,,,
"Banda, Anthony","607455","2021","94.1","2109","11.3","-15.2",,,,,"86.2","1780","15","-30.6","81","2045","-8.7","-49.3",
"Barraclough, Kyle","607457","2021","93.1","2370","-7.9","-16.3","77.2","2401","17.8","-45.4","87.1","1306","-10.4","-30.7",,,,,
"Bummer, Aaron","607481","2021",,,,,,,,,"88.5","1326","13.7","-37",,,,,
"Freeland, Kyle","607536","2021","91.4","2398","6.3","-19.6","86","2324","-2.5","-32","85.8","1543","10.9","-29.6","80.2","2437","-5.6","-51.6",
"Harper, Ryne","607560","2021","86.5","1822","-0.1","-25.4","76.6","2062","10.6","-44.6",,,,,"72","2177","13.7","-59.5",
"Howard, Sam","607572","2021","93.4","2370","9.8","-13.5","84.9","2333","-2.1","-32.4","83.9","2149","11.2","-25.6",,,,,
"Lugo, Seth","607625","2021","94.2","2229","-7.5","-13.6","88.2","2397","3.5","-28.5","86.8","1678","-14.3","-28.7","79.2","3261","12.1","-61.7",
"Means, John","607644","2021","92.8","2399","6.7","-11.9","86.3","2326","-3.4","-27.5","83.4","2256","12.8","-22.7","78","2278","-13.1","-52.3",
"Estevez, Carlos","608032","2021","97.1","2163","-8.5","-14.5","86.7","2348","5.1","-36","88.7","1594","-11.7","-29",,,,,
"De Jong, Chase","608328","2021","92.9","2434","-2.6","-13.3","85.1","2443","3.7","-37.6","86.2","1840","-12.8","-27","77.8","2635","8","-57.4",
"Fried, Max","608331","2021","94","2114","1.4","-18.1","84.7","2483","-8.8","-37.9","84.7","1411","11.8","-32.5","74.4","2650","-8.3","-65.3",
"Fulmer, Carson","608334","2021","93.2","2278","-7.2","-15.4",,,,,"86.9","1442","-14.1","-29.9","82.1","2714","6.6","-46.7",
"Funkhouser, Kyle","608335","2021","95.8","2161","-7.3","-14.7","86.7","2432","4","-34.4","88.9","1908","-14","-28.1",,,,,
"Giolito, Lucas","608337","2021","93.8","2345","-6.7","-12","85.6","2028","2.7","-32.4","81.5","1492","-10.2","-28.2","80.6","2382","6.4","-52.4",
"Irvin, Cole","608344","2021","90.8","1956","8.2","-16.6","83","2008","-2.5","-38","84.2","1584","12.8","-29.5","76.9","2056","-3.9","-51.9",
"Knebel, Corey","608349","2021","96.3","2403","-5.6","-12.8",,,,,,,,,"79.9","2792","11.9","-59.2",
"Sims, Lucas","608371","2021","95.1","2581","-8.5","-12.2","85.6","2956","7.7","-37.3","90.9","2325","-11.8","-17.3","82.3","3109","10.5","-43.8",
"Wacha, Michael","608379","2021","93.8","2091","-6.8","-12.6",,,,,"86.9","1554","-13.8","-26.8","76.2","2191","11.3","-56.4",
"Marquez, German","608566","2021","94.8","2078","-6","-18.6","86.2","2420","1.5","-34.9","86.1","1670","-10.8","-29.1","85.2","2683","4","-40.3",
"Chargois, JT","608638","2021","95.7","2280","-11.6","-18","87.6","2247","-0.3","-32.1",,,,,,,,,
"Duffey, Tyler","608648","2021","92.5","2272","-5.6","-15.8",,,,,,,,,"83","2481","4.7","-49.7",
"Enns, Dietrich","608650","2021","94.2","2246","5.4","-13.5",,,,,"84.7","1504","14","-28.2","75","2110","-3.9","-58.8",
"Farrell, Luke","608652","2021","91.4","2383","-3.6","-14.2","81.7","2546","2.9","-42.8","83.4","1517","-10.2","-27.7","76.5","2616","7.3","-62.4",
"Graveman, Kendall","608665","2021","96.3","2315","-7.8","-13.4","87.4","2524","5.8","-35.5","89.6","1699","-13.5","-27.7","81.5","2388","8.1","-49.6",
"Leone, Dominic","608678","2021","95.5","2225","-6","-14.5","83.7","2483","5.7","-42.7",,,,,,,,,
"Steckenrider, Drew","608716","2021","94","2362","-8.7","-12.4",,,,,"87.6","1676","-13.2","-25.8","80.4","2162","0.6","-48.1",
"Stratton, Chris","608717","2021","93","2610","-4.6","-15.8","85.8","2863","8.3","-35.4","86.6","2250","-13.6","-30.6","80.2","3123","15.6","-51.6",
"Suter, Brent","608718","2021","87.3","2163","-3.6","-23.9","79.9","2307","-5.8","-44.3","83.9","1792","11","-25.2","75.8","2258","-8.9","-52.3",
"Voth, Austin","608723","2021","94.2","2358","-5.2","-13.6",,,,,,,,,"78.6","2991","14.6","-55.4",
"Castro, Miguel","612434","2021",,,,,"85.7","2981","11.5","-36.4","92.1","2029","-19","-30.3",,,,,
"Adams, Austin","613534","2021","94.1","2571","-8.7","-21.9","86.9","2836","10","-35.3",,,,,,,,,
"Ruiz, Jose","614179","2021","97","2329","-6.4","-11.4","90.2","2295","3.7","-26","89.4","1851","-14.1","-25.7","85.5","2396","2.6","-42.9",
"Quantrill, Cal","615698","2021","94.4","2163","-8.5","-14.5","86.7","2309","3.7","-34.6","85","1354","-10.8","-28.3","81.3","2353","3.9","-43.2",
"Sawamura, Hirokazu","617228","2021","96","2115","-8.3","-13.2","86.3","2291","4.2","-30.8",,,,,,,,,
"Aguilar, Miguel","620396","2021","91.4","2163","4.8","-17.1","85.9","2387","-5.3","-31.9","85.8","1782","14.9","-28.4","80.4","2393","-14.2","-36.8",
"Reyes, Alex","621052","2021","96.6","2384","-5.1","-11.8","86.4","2588","8.3","-36.8","90.3","1472","-10.7","-23.6","79.4","2811","8.8","-63.8",
"Garza, Justin","621057","2021","94.1","2254","-3","-14.6","83.7","2409","5.1","-41.1","85","1666","-15.3","-30.6",,,,,
"Rucker, Michael","621074","2021","95.1","2259","-7","-14","86.5","2519","5.3","-37.8","90.5","1685","-11.9","-26.6","81.3","2584","15.6","-50.2",
"Kaprielian, James","621076","2021","93","2035","-8.5","-16.3","85.3","2274","0.8","-32.9","83.8","1291","-9.6","-36.5","78","2443","6.8","-51.2",
"Hanhold, Eric","621098","2021","94.9","2287","-6.7","-14","84.9","2551","8.5","-40.8","91","2031","-12.3","-28.1",,,,,
"Eflin, Zach","621107","2021","93.1","2149","-10.2","-17.6","87.6","2128","2","-26.5","85.3","1693","-14.5","-30.7","77.6","2253","10.5","-51.3",
"Buehler, Walker","621111","2021","95.3","2472","-3.1","-12","84.9","2798","14.2","-37.1","91.5","1522","-13","-27.1","80.1","2861","10.7","-57.7",
